ORIGINAL	TRANSLATED
The solution came in a flash and he had a quick, glad memory of Isabelle. He found a blank space on his programme, and began to scribble rapidly: “Here in the figured dark I watch once more, There, with the curtain, roll the years away; Two years of years—there was an idle day Of ours, when happy endings didn’t bore Our unfermented souls; I could adore Your eager face beside me, wide-eyed, gay, Smiling a repertoire while the poor play Reached me as a faint ripple reaches shore. Yawning and wondering an evening through, I watch alone	Suddenly, he knew what to do and felt a happy, quick memory of Isabelle. He found an empty spot on his program and started writing fast: “Here in the dim light, I’m watching again. The years are rolling back, like the curtain closing. It feels like forever, but it's only been two years. I remember one lazy day when happy endings didn't bother us, back when we were young and naive. I loved looking at your excited face next to me, with your big, happy eyes, smiling through everything, while the boring play barely registered with me. Now, I'm yawning and wondering, all alone."

and chatterings, of course, Spoil the one scene which, somehow, did have charms; You wept a bit, and I grew sad for you Right here! Where Mr. X defends divorce And What’s-Her-Name falls fainting in his arms.”	And all the talking, naturally, ruins the one part that actually had something good about it. You got a little upset, and I felt bad for you, right here! This is where Mr. X argues for divorce, and What's-Her-Name faints in his arms.

“Ghosts are such dumb things,” said Alec, “they’re slow-witted. I can always outguess a ghost.” “How?” asked Tom. “Well, it depends where	"Ghosts are so stupid," Alec said. "They're slow. I can always figure out what a ghost will do next." "How?" Tom asked. "Well, it depends on where..."

Take a bedroom, for example. If you use any discretion a ghost can never get you in a bedroom.” “Go on, s’pose you think there’s maybe a ghost in your bedroom—what measures do you take on getting home at night?” demanded Amory, interested	"Like, take a bedroom. If you're smart, a ghost can't get to you there." "Okay, say you think there might be a ghost in your room – what do you do when you come home at night?" Amory asked, now curious.

“Take a stick,” answered Alec, with ponderous reverence, “one about the length of a broom-handle. Now, the first thing to do is to get the room cleared—to do this you rush with your eyes closed into your study and turn on the lights—next, approaching the closet, carefully run the stick in the door three or four times. Then, if nothing happens, you can look in. Always, always run the stick in viciously first—never look first!” “Of course, that’s the ancient Celtic school,” said Tom gravely	"Grab a stick," Alec replied, acting really serious, "like the length of a broom. First, clear the room. To do that, charge into your study with your eyes closed and turn on the lights. Then, go to the closet and carefully poke the stick inside the door three or four times. If nothing happens, you can look in. Always, always poke the stick hard first—never look first!" "Of course, that's the old Celtic way," Tom said seriously.

“Yes—but they usually pray first. Anyway, you use this method to clear the closets and also for behind all doors—” “And the bed,” Amory suggested. “Oh, Amory, no!” cried Alec in horror	"Yeah, but usually they pray first. Anyway, you use this method to clean out everything, even the hidden spots." "And the bed," Amory added. "Oh, Amory, no way!" Alec exclaimed, shocked.
